transformer_id,month_offset,oil_quality_index,temperature_rise_c,load_factor
T1712,3,0.43,60.9,0.515
T1712,4,0.45,56.8,0.567
T1712,5,0.442,58.1,0.586
T1712,6,0.442,55.1,0.589
T1712,7,0.417,56.4,0.645
T1712,8,0.441,54.1,0.582
T1712,9,0.412,52.0,0.655
T1712,10,0.464,53.3,0.715
T1712,11,0.402,51.1,0.713
T1713,0,0.52,52.4,0.688
T1713,1,0.536,52.9,0.686
T1713,2,0.553,49.4,0.676
T1713,3,0.562,50.4,0.649
T1713,4,0.592,50.3,0.625
T1713,5,0.505,49.7,0.661
T1713,6,0.613,52.6,0.625
T1713,7,0.566,50.6,0.634
T1713,8,0.583,54.2,0.654
T1713,9,0.621,50.0,0.616
T1713,10,0.625,52.6,0.596
T1713,11,0.617,52.7,0.623
T1714,0,0.696,74.4,0.996
T1714,1,0.696,71.7,0.92
T1714,2,0.684,70.3,0.893
T1714,3,0.681,71.0,0.872
T1714,4,0.694,67.7,0.9
T1714,5,0.717,68.6,0.866
T1714,6,0.694,68.1,0.871
T1714,7,0.735,64.6,0.868
T1714,8,0.707,66.1,0.865
T1714,9,0.76,65.5,0.859
T1714,10,0.758,65.5,0.813
T1714,11,0.712,67.3,0.823
T1715,0,0.879,40.3,0.443
T1715,1,0.865,39.9,0.44
T1715,2,0.859,42.3,0.465
T1715,3,0.803,41.4,0.497
T1715,4,0.824,43.6,0.47
T1715,5,0.8,45.1,0.53
T1715,6,0.794,47.3,0.493
T1715,7,0.77,48.9,0.487
T1715,8,0.769,51.5,0.503
T1715,9,0.735,51.6,0.539
T1715,10,0.729,51.9,0.526
T1715,11,0.689,53.4,0.546
T1716,0,0.547,58.5,0.558
T1716,1,0.559,58.2,0.561
T1716,2,0.577,58.7,0.563
T1716,3,0.619,58.6,0.574
T1716,4,0.638,55.2,0.565
T1716,5,0.65,53.0,0.538
T1716,6,0.697,56.2,0.54
T1716,7,0.711,57.0,0.489
T1716,8,0.73,57.5,0.509
T1716,9,0.734,57.8,0.486
T1716,10,0.769,52.8,0.501
T1716,11,0.726,53.2,0.497
T1717,0,0.586,70.0,0.518
T1717,1,0.615,70.7,0.507
T1717,2,0.597,70.2,0.49
T1717,3,0.618,71.0,0.484
T1717,4,0.586,69.0,0.477
T1717,5,0.645,69.7,0.46
T1717,6,0.652,68.2,0.454
T1717,7,0.658,68.6,0.445
T1717,8,0.655,67.8,0.439
T1717,9,0.639,69.2,0.428
T1717,10,0.664,66.3,0.457
T1717,11,0.704,67.1,0.446
T1718,0,0.525,43.4,0.353
T1718,1,0.57,44.6,0.335
T1718,2,0.543,44.3,0.354
T1718,3,0.559,49.0,0.36
T1718,4,0.579,46.7,0.339
T1718,5,0.549,44.6,0.364
T1718,6,0.554,47.0,0.329
T1718,7,0.569,44.8,0.385
T1718,8,0.592,48.4,0.379
T1718,9,0.576,48.8,0.361
T1718,10,0.523,49.1,0.373
T1718,11,0.541,49.7,0.354
T1719,0,0.768,45.7,0.592
T1719,1,0.783,43.1,0.544
T1719,2,0.77,43.1,0.536
T1719,3,0.819,39.4,0.494
T1719,4,0.786,45.6,0.478
T1719,5,0.816,45.4,0.529
T1719,6,0.82,43.2,0.485
T1719,7,0.799,45.9,0.485
T1719,8,0.81,47.4,0.406
T1719,9,0.795,43.1,0.449
T1719,10,0.813,44.2,0.434
T1719,11,0.779,43.7,0.411
T1720,0,0.389,40.7,0.47
T1720,1,0.365,40.8,0.467
T1720,2,0.438,38.6,0.492
T1720,3,0.43,44.3,0.509
T1720,4,0.46,42.7,0.51
T1720,5,0.393,42.1,0.539
T1720,6,0.413,46.5,0.591
T1720,7,0.44,49.1,0.566
T1720,8,0.45,46.0,0.616
T1720,9,0.483,47.3,0.579
T1720,10,0.505,49.2,0.633
T1720,11,0.457,48.8,0.66
T1721,0,0.3,53.3,0.657
T1721,1,0.311,54.1,0.654
T1721,2,0.377,53.0,0.646
T1721,3,0.402,57.7,0.659
T1721,4,0.392,52.6,0.691
T1721,5,0.434,52.1,0.676
T1721,6,0.473,54.9,0.632
T1721,7,0.516,55.5,0.644
T1721,8,0.526,56.8,0.676
T1721,9,0.554,56.8,0.686
T1721,10,0.561,54.2,0.698
T1721,11,0.598,55.9,0.672
T1722,0,0.876,45.5,0.334
T1722,1,0.888,47.2,0.313
T1722,2,0.907,47.7,0.3
T1722,3,0.934,46.5,0.279
T1722,4,0.893,45.2,0.31
T1722,5,0.892,44.5,0.283
T1722,6,0.913,46.4,0.272
T1722,7,0.908,45.8,0.262
T1722,8,0.942,48.6,0.268
T1722,9,0.922,44.3,0.241
T1722,10,0.953,47.8,0.252
T1722,11,0.962,48.7,0.201
T1723,0,0.322,49.2,0.577
T1723,1,0.364,50.1,0.636
T1723,2,0.414,49.5,0.582
T1723,3,0.392,51.4,0.61
T1723,4,0.43,50.3,0.604
T1723,5,0.431,52.1,0.626
T1723,6,0.502,52.4,0.587
T1723,7,0.474,54.1,0.612
T1723,8,0.498,53.6,0.611
T1723,9,0.499,53.9,0.638
T1723,10,0.554,55.1,0.606
T1723,11,0.558,59.3,0.598
T1724,0,0.714,57.0,0.435
T1724,1,0.703,58.5,0.413
T1724,2,0.661,57.0,0.423
T1724,3,0.653,56.9,0.427
T1724,4,0.671,54.9,0.427
T1724,5,0.626,54.8,0.407
T1724,6,0.639,52.4,0.357
T1724,7,0.644,53.5,0.402
T1724,8,0.614,53.6,0.4
T1724,9,0.627,55.2,0.366
T1724,10,0.589,54.9,0.427
T1724,11,0.593,51.8,0.414
T1725,0,0.888,56.9,0.897
T1725,1,0.849,57.1,0.891
T1725,2,0.884,57.9,0.848
T1725,3,0.807,53.1,0.882
T1725,4,0.783,58.3,0.869
T1725,5,0.769,56.9,0.863
T1725,6,0.811,55.8,0.875
T1725,7,0.775,56.9,0.858
T1725,8,0.715,55.7,0.851
T1725,9,0.739,57.2,0.871
T1725,10,0.689,59.9,0.856
T1725,11,0.681,56.9,0.873
T1726,0,0.127,75.3,0.503
T1726,1,0.126,76.0,0.543
T1726,2,0.159,74.1,0.53
T1726,3,0.222,73.6,0.544
T1726,4,0.231,69.7,0.527
T1726,5,0.279,68.7,0.567
T1726,6,0.295,71.1,0.474
T1726,7,0.327,69.7,0.491
T1726,8,0.374,70.4,0.493
T1726,9,0.371,68.8,0.52
T1726,10,0.381,69.3,0.508
T1726,11,0.433,71.2,0.529
T1727,0,0.344,34.9,0.52
T1727,1,0.336,36.9,0.501
T1727,2,0.356,36.4,0.477
T1727,3,0.333,33.7,0.421
T1727,4,0.362,37.9,0.41
T1727,5,0.33,35.9,0.442
T1727,6,0.392,36.1,0.37
T1727,7,0.413,38.8,0.319
T1727,8,0.434,42.6,0.293
T1727,9,0.393,39.6,0.25
T1727,10,0.425,38.5,0.264
T1727,11,0.432,39.7,0.248
T1728,0,0.366,88.0,0.396
T1728,1,0.385,86.0,0.4
T1728,2,0.398,82.7,0.455
T1728,3,0.362,83.0,0.462
T1728,4,0.37,84.2,0.503
T1728,5,0.348,81.1,0.527
T1728,6,0.3,79.9,0.544
T1728,7,0.335,79.7,0.573
T1728,8,0.352,75.6,0.585
T1728,9,0.324,76.6,0.556
T1728,10,0.278,71.4,0.634
T1728,11,0.288,71.0,0.672
T1729,0,0.463,68.3,0.1
T1729,1,0.431,74.9,0.123
T1729,2,0.458,71.0,0.129
T1729,3,0.462,70.2,0.153
T1729,4,0.5,69.1,0.151
T1729,5,0.507,67.2,0.178
T1729,6,0.534,66.6,0.154
T1729,7,0.552,66.2,0.159
T1729,8,0.568,66.3,0.166
T1729,9,0.575,64.0,0.21
T1729,10,0.579,62.0,0.248
T1729,11,0.622,62.7,0.23
T1730,0,0.612,42.5,0.392
T1730,1,0.638,45.1,0.368
T1730,2,0.644,46.1,0.438
T1730,3,0.681,44.2,0.409
T1730,4,0.667,45.5,0.36
T1730,5,0.666,47.5,0.388
T1730,6,0.653,48.6,0.357
T1730,7,0.677,49.3,0.367
T1730,8,0.692,48.6,0.36
T1730,9,0.692,56.2,0.338
T1730,10,0.677,51.5,0.32
T1730,11,0.692,53.9,0.324
T1731,0,0.579,48.5,0.456
T1731,1,0.574,50.6,0.465
T1731,2,0.571,53.9,0.449
T1731,3,0.656,53.4,0.509
T1731,4,0.592,54.1,0.48
T1731,5,0.593,55.4,0.487
T1731,6,0.573,56.0,0.444
T1731,7,0.583,58.7,0.447
T1731,8,0.624,56.4,0.474
T1731,9,0.613,59.0,0.465
T1731,10,0.635,59.8,0.453
T1731,11,0.685,60.3,0.503
T1732,0,0.609,42.5,0.259
T1732,1,0.653,42.7,0.262
T1732,2,0.604,43.4,0.278
T1732,3,0.579,42.7,0.293
T1732,4,0.571,45.8,0.311
T1732,5,0.54,42.1,0.264
T1732,6,0.592,45.4,0.289
T1732,7,0.509,43.5,0.345
T1732,8,0.493,47.3,0.305
T1732,9,0.513,46.0,0.336
T1732,10,0.492,46.4,0.324
T1732,11,0.451,47.2,0.29
T1733,0,0.321,47.9,0.467
T1733,1,0.375,51.3,0.503
T1733,2,0.396,51.7,0.484
T1733,3,0.38,54.7,0.522
T1733,4,0.382,55.9,0.539
T1733,5,0.395,55.4,0.511
T1733,6,0.364,58.4,0.555
T1733,7,0.377,56.5,0.571
T1733,8,0.374,60.8,0.589
T1733,9,0.388,58.7,0.583
T1733,10,0.401,65.0,0.614
T1733,11,0.379,64.2,0.626
T1734,0,0.732,58.7,0.382
T1734,1,0.646,61.1,0.39
T1734,2,0.689,60.7,0.403
T1734,3,0.682,61.6,0.393
T1734,4,0.609,61.9,0.459
T1734,5,0.646,62.4,0.371
T1734,6,0.613,63.3,0.439
T1734,7,0.609,63.8,0.437
T1734,8,0.574,60.4,0.457
T1734,9,0.558,61.1,0.476
T1734,10,0.549,61.8,0.462
T1734,11,0.555,63.3,0.489
T1735,0,0.747,62.5,0.363
T1735,1,0.729,60.9,0.367
T1735,2,0.772,59.2,0.364
T1735,3,0.747,59.1,0.344
T1735,4,0.71,58.3,0.368
T1735,5,0.654,57.7,0.37
T1735,6,0.62,58.7,0.326
T1735,7,0.66,54.3,0.316
T1735,8,0.613,55.0,0.331
T1735,9,0.578,53.7,0.357
T1735,10,0.547,55.9,0.305
T1735,11,0.558,54.0,0.342
T1736,0,0.607,55.6,0.492
T1736,1,0.59,52.7,0.535
T1736,2,0.58,53.7,0.531
T1736,3,0.545,52.8,0.576
T1736,4,0.584,52.1,0.57
T1736,5,0.585,52.9,0.533
T1736,6,0.572,55.3,0.529
T1736,7,0.591,51.4,0.581
T1736,8,0.577,50.3,0.574
T1736,9,0.598,49.3,0.594
T1736,10,0.555,50.4,0.614
T1736,11,0.551,49.2,0.608
T1737,0,0.664,68.5,0.271
T1737,1,0.695,66.4,0.261
T1737,2,0.701,62.2,0.249
T1737,3,0.675,57.6,0.285
T1737,4,0.712,57.7,0.271
T1737,5,0.689,56.1,0.291
T1737,6,0.707,55.2,0.308
T1737,7,0.78,55.1,0.29
T1737,8,0.694,50.4,0.314
T1737,9,0.729,49.5,0.298
T1737,10,0.739,47.8,0.307
T1737,11,0.74,46.0,0.305
T1738,0,0.669,75.4,0.481
T1738,1,0.623,75.9,0.492
T1738,2,0.64,75.0,0.498
T1738,3,0.608,76.4,0.478
T1738,4,0.596,74.8,0.484
T1738,5,0.558,74.6,0.522
T1738,6,0.53,72.5,0.527
T1738,7,0.538,77.4,0.541
T1738,8,0.53,72.1,0.505
T1738,9,0.477,72.6,0.512
T1738,10,0.449,75.2,0.527
T1738,11,0.429,75.7,0.54
T1739,0,0.626,45.6,0.268
T1739,1,0.656,44.4,0.318
T1739,2,0.621,41.8,0.225
T1739,3,0.595,43.9,0.291
T1739,4,0.604,43.1,0.241
T1739,5,0.619,42.4,0.238
T1739,6,0.589,43.6,0.237
T1739,7,0.547,45.7,0.174
T1739,8,0.551,43.0,0.199
T1739,9,0.539,43.8,0.165
T1739,10,0.505,41.2,0.132
T1739,11,0.517,42.4,0.148
T1740,0,0.373,63.5,0.131
T1740,1,0.384,61.8,0.162
T1740,2,0.408,59.6,0.1
T1740,3,0.419,60.7,0.1
T1740,4,0.45,60.2,0.131
T1740,5,0.475,55.3,0.154
T1740,6,0.5,56.6,0.137
T1740,7,0.511,56.4,0.17
T1740,8,0.558,53.1,0.171
T1740,9,0.599,53.6,0.144
T1740,10,0.556,55.3,0.146
T1740,11,0.632,50.4,0.147
T1741,0,0.824,48.2,0.669
T1741,1,0.831,48.4,0.665
T1741,2,0.806,49.2,0.696
T1741,3,0.787,48.2,0.691
T1741,4,0.837,50.8,0.671
T1741,5,0.832,51.9,0.672
T1741,6,0.816,48.9,0.642
T1741,7,0.783,53.1,0.65
T1741,8,0.809,52.1,0.633
T1741,9,0.828,49.7,0.676
T1741,10,0.794,56.4,0.663
T1741,11,0.806,55.2,0.644
T1742,0,0.619,64.0,0.571
T1742,1,0.583,66.7,0.597
T1742,2,0.609,64.4,0.665
T1742,3,0.58,67.3,0.659
T1742,4,0.568,67.5,0.637
T1742,5,0.579,70.5,0.67
T1742,6,0.546,68.6,0.723
T1742,7,0.566,71.9,0.716
T1742,8,0.545,68.7,0.737
T1742,9,0.51,70.4,0.783
T1742,10,0.555,71.6,0.741
T1742,11,0.533,72.1,0.762
T1743,0,0.502,54.7,0.461
T1743,1,0.504,54.3,0.502
T1743,2,0.522,56.9,0.529
T1743,3,0.543,56.1,0.511
T1743,4,0.528,53.9,0.541
T1743,5,0.542,54.0,0.533
T1743,6,0.536,55.0,0.552
T1743,7,0.587,53.6,0.573
T1743,8,0.588,56.0,0.572
T1743,9,0.558,55.9,0.606
T1743,10,0.59,55.0,0.606
T1743,11,0.634,55.1,0.635
T1744,0,0.734,50.0,0.145
T1744,1,0.735,46.3,0.164
T1744,2,0.778,52.5,0.192
T1744,3,0.774,53.1,0.164
T1744,4,0.719,53.3,0.166
T1744,5,0.776,51.6,0.189
T1744,6,0.739,50.6,0.24
T1744,7,0.717,51.3,0.241
T1744,8,0.751,50.0,0.27
T1744,9,0.724,53.4,0.234
T1744,10,0.756,51.6,0.276
T1744,11,0.742,53.3,0.323
T1745,0,0.375,59.3,0.354
T1745,1,0.427,60.0,0.327
T1745,2,0.366,58.4,0.326
T1745,3,0.415,56.4,0.352
T1745,4,0.434,58.6,0.38
T1745,5,0.437,56.7,0.355
T1745,6,0.43,57.7,0.362
T1745,7,0.452,56.0,0.394
T1745,8,0.471,58.2,0.36
T1745,9,0.512,56.7,0.377
T1745,10,0.513,57.2,0.394
T1745,11,0.519,54.3,0.408
T1746,0,0.554,48.2,0.408
T1746,1,0.561,51.4,0.413
T1746,2,0.604,50.6,0.431
T1746,3,0.556,45.7,0.371
T1746,4,0.623,49.6,0.399
T1746,5,0.595,46.6,0.413
T1746,6,0.632,46.7,0.379
T1746,7,0.626,44.6,0.387
T1746,8,0.625,42.2,0.367
T1746,9,0.642,44.1,0.368
T1746,10,0.664,42.9,0.359
T1746,11,0.654,40.7,0.372
T1747,0,0.398,55.3,0.37
T1747,1,0.454,54.4,0.345
T1747,2,0.455,54.1,0.397
T1747,3,0.463,53.4,0.357
T1747,4,0.45,51.5,0.381
T1747,5,0.523,51.9,0.387
T1747,6,0.481,48.9,0.364
T1747,7,0.541,47.2,0.381
T1747,8,0.567,46.1,0.357
T1747,9,0.561,48.1,0.392
T1747,10,0.587,43.4,0.423
T1747,11,0.561,39.9,0.365
T1748,0,0.655,50.9,0.643
T1748,1,0.652,49.3,0.57
T1748,2,0.618,48.8,0.574
T1748,3,0.618,50.7,0.518
T1748,4,0.644,50.2,0.551
T1748,5,0.644,47.9,0.517
T1748,6,0.617,50.5,0.5
T1748,7,0.608,49.9,0.491
T1748,8,0.612,50.8,0.494
T1748,9,0.62,49.7,0.459
T1748,10,0.638,50.9,0.468
T1748,11,0.614,45.1,0.409
T1749,0,0.473,54.8,0.841
T1749,1,0.523,59.2,0.846
T1749,2,0.505,55.9,0.837
T1749,3,0.518,59.5,0.81
T1749,4,0.498,61.8,0.857
T1749,5,0.55,62.9,0.859
T1749,6,0.59,64.6,0.846
T1749,7,0.592,61.0,0.86
T1749,8,0.579,62.1,0.885
T1749,9,0.598,63.8,0.874
T1749,10,0.607,63.5,0.926
T1749,11,0.619,60.0,0.86
T1750,0,0.469,59.7,0.675
T1750,1,0.488,60.1,0.701
T1750,2,0.488,57.0,0.682
T1750,3,0.481,59.1,0.685
T1750,4,0.52,62.3,0.723
T1750,5,0.536,61.7,0.726
T1750,6,0.556,63.6,0.673
T1750,7,0.556,61.6,0.72
T1750,8,0.596,59.2,0.704
T1750,9,0.554,59.1,0.714
T1750,10,0.549,57.9,0.717
T1750,11,0.602,60.1,0.695
T1751,0,0.792,51.3,0.585
T1751,1,0.839,50.1,0.574
T1751,2,0.782,51.9,0.624
T1751,3,0.787,53.3,0.59
T1751,4,0.828,57.5,0.565
T1751,5,0.829,56.0,0.576
T1751,6,0.831,57.5,0.531
T1751,7,0.843,61.0,0.582
T1751,8,0.847,60.0,0.561
T1751,9,0.891,59.3,0.547
T1751,10,0.844,62.1,0.517
T1751,11,0.853,62.4,0.587
T1752,0,0.626,49.4,0.606
T1752,1,0.655,45.7,0.585
T1752,2,0.636,44.0,0.579
T1752,3,0.603,44.3,0.538
T1752,4,0.621,45.4,0.543
T1752,5,0.615,46.1,0.569
T1752,6,0.652,43.0,0.567
T1752,7,0.62,46.0,0.528
T1752,8,0.6,42.6,0.482
T1752,9,0.586,44.2,0.483
T1752,10,0.6,46.5,0.511
T1752,11,0.568,43.5,0.521
T1753,0,0.588,59.7,0.579
T1753,1,0.577,55.4,0.618
T1753,2,0.581,58.4,0.619
T1753,3,0.583,58.4,0.615
T1753,4,0.571,61.9,0.637
T1753,5,0.594,59.2,0.618
T1753,6,0.585,61.5,0.63
T1753,7,0.538,60.7,0.649
T1753,8,0.602,56.2,0.599
T1753,9,0.558,58.9,0.678
T1753,10,0.579,60.4,0.632
T1753,11,0.562,60.0,0.643
T1754,0,0.984,42.4,0.14
T1754,1,0.957,41.6,0.159
T1754,2,0.97,42.2,0.172
T1754,3,0.967,40.1,0.17
T1754,4,0.946,42.4,0.194
T1754,5,0.947,38.0,0.209
T1754,6,0.933,39.2,0.23
T1754,7,0.867,36.1,0.282
T1754,8,0.923,41.2,0.273
T1754,9,0.89,38.8,0.26
T1754,10,0.862,38.2,0.224
T1754,11,0.831,37.8,0.315
T1755,0,0.706,63.3,0.338
T1755,1,0.756,63.3,0.324
T1755,2,0.691,64.3,0.305
T1755,3,0.726,64.3,0.357
T1755,4,0.721,60.5,0.391
T1755,5,0.79,62.2,0.401
T1755,6,0.766,63.9,0.421
T1755,7,0.759,61.7,0.407
T1755,8,0.74,59.9,0.448
T1755,9,0.806,61.0,0.455
T1755,10,0.764,61.1,0.488
T1755,11,0.781,59.6,0.5
T1756,0,0.928,54.6,0.863
T1756,1,0.917,54.5,0.852
T1756,2,0.895,59.1,0.877
T1756,3,0.886,57.0,0.878
T1756,4,0.858,59.8,0.85
T1756,5,0.851,59.5,0.844
T1756,6,0.828,58.2,0.814
T1756,7,0.81,56.0,0.837
T1756,8,0.821,58.9,0.824
T1756,9,0.781,57.3,0.796
T1756,10,0.782,57.8,0.814
T1756,11,0.764,59.1,0.777
T1757,0,0.101,31.7,0.252
T1757,1,0.141,35.3,0.242
T1757,2,0.144,33.1,0.283
T1757,3,0.183,36.2,0.281
T1757,4,0.221,35.4,0.328
T1757,5,0.235,38.4,0.357
T1757,6,0.27,41.7,0.37
T1757,7,0.347,41.3,0.375
T1757,8,0.357,42.0,0.384
T1757,9,0.379,43.9,0.377
T1757,10,0.408,45.6,0.441
T1757,11,0.463,46.7,0.434
T1758,0,0.843,47.8,0.448
T1758,1,0.825,45.1,0.432
T1758,2,0.811,41.8,0.422
T1758,3,0.792,43.7,0.39
T1758,4,0.767,41.8,0.367
T1758,5,0.75,40.4,0.361
T1758,6,0.74,41.5,0.345
T1758,7,0.717,40.9,0.285
T1758,8,0.706,39.7,0.289
T1758,9,0.677,39.1,0.284
T1758,10,0.662,41.0,0.233
T1758,11,0.66,35.0,0.219
T1759,0,0.9,36.6,0.658
T1759,1,0.952,35.2,0.583
T1759,2,0.889,37.3,0.592
T1759,3,0.903,38.0,0.55
T1759,4,0.883,38.0,0.551
T1759,5,0.938,41.6,0.517
T1759,6,0.918,41.4,0.542
T1759,7,0.94,42.4,0.496
T1759,8,0.921,41.6,0.517
T1759,9,0.926,44.2,0.477
T1759,10,0.908,45.8,0.484
T1759,11,0.907,43.5,0.462
T1760,0,0.334,67.4,0.884
T1760,1,0.366,67.2,0.905
T1760,2,0.377,66.6,0.888
T1760,3,0.399,68.5,0.814
T1760,4,0.418,66.9,0.777
T1760,5,0.428,66.0,0.773
T1760,6,0.418,65.7,0.783
T1760,7,0.451,62.8,0.724
T1760,8,0.439,60.6,0.715
T1760,9,0.441,58.9,0.697
T1760,10,0.486,60.4,0.703
T1760,11,0.513,61.7,0.639
T1761,0,0.595,42.4,0.569
T1761,1,0.631,44.7,0.532
T1761,2,0.608,48.1,0.515
T1761,3,0.597,41.1,0.566
T1761,4,0.587,43.9,0.539
T1761,5,0.599,47.1,0.492
T1761,6,0.608,48.5,0.518
T1761,7,0.643,47.9,0.502
T1761,8,0.593,47.8,0.477
T1761,9,0.653,51.1,0.477
T1761,10,0.649,49.7,0.402
T1761,11,0.65,51.0,0.454
T1762,0,0.727,86.9,0.695
T1762,1,0.763,86.4,0.735
T1762,2,0.764,84.9,0.677
T1762,3,0.761,78.1,0.725
T1762,4,0.81,80.5,0.718
T1762,5,0.769,76.4,0.702
T1762,6,0.757,75.9,0.705
T1762,7,0.8,70.6,0.713
T1762,8,0.816,72.1,0.711
T1762,9,0.828,69.0,0.723
T1762,10,0.804,65.3,0.738
T1762,11,0.809,66.9,0.717
T1763,0,0.463,40.1,0.366
T1763,1,0.473,38.5,0.359
T1763,2,0.456,42.9,0.386
T1763,3,0.437,42.4,0.347
T1763,4,0.454,41.8,0.367
T1763,5,0.454,42.1,0.331
T1763,6,0.464,44.6,0.365
T1763,7,0.479,45.4,0.29
T1763,8,0.506,43.7,0.307
T1763,9,0.486,43.8,0.31
T1763,10,0.496,49.7,0.294
T1763,11,0.502,46.8,0.284
T1764,0,0.938,67.9,0.614
T1764,1,0.926,63.9,0.592
T1764,2,0.92,65.5,0.624
T1764,3,0.882,64.5,0.627
T1764,4,0.845,65.2,0.639
T1764,5,0.82,66.6,0.585
T1764,6,0.799,64.6,0.533
T1764,7,0.792,63.4,0.558
T1764,8,0.771,64.7,0.572
T1764,9,0.733,64.2,0.501
T1764,10,0.711,64.0,0.538
T1764,11,0.707,63.7,0.538
T1765,0,0.65,50.2,0.567
T1765,1,0.676,51.0,0.65
T1765,2,0.635,48.5,0.627
T1765,3,0.639,49.7,0.642
T1765,4,0.633,46.8,0.681
T1765,5,0.615,50.6,0.646
T1765,6,0.618,47.6,0.702
T1765,7,0.625,47.8,0.646
T1765,8,0.613,46.8,0.686
T1765,9,0.642,46.3,0.692
T1765,10,0.631,48.7,0.731
T1765,11,0.612,45.2,0.73
T1766,0,0.559,49.6,0.432
T1766,1,0.577,48.0,0.423
T1766,2,0.631,50.6,0.413
T1766,3,0.613,47.6,0.423
T1766,4,0.606,48.5,0.432
T1766,5,0.619,47.6,0.38
T1766,6,0.611,46.2,0.42
T1766,7,0.652,45.4,0.44
T1766,8,0.678,43.6,0.413
T1766,9,0.72,42.1,0.401
T1766,10,0.67,44.1,0.375
T1766,11,0.667,41.7,0.404
T1767,0,0.489,66.3,0.593
T1767,1,0.549,62.9,0.627
T1767,2,0.495,62.8,0.611
T1767,3,0.446,61.1,0.616
T1767,4,0.5,60.7,0.644
T1767,5,0.447,63.0,0.61
T1767,6,0.469,56.3,0.637
T1767,7,0.457,58.4,0.616
T1767,8,0.474,56.4,0.608
T1767,9,0.485,56.6,0.583
T1767,10,0.46,55.2,0.616
T1767,11,0.431,55.6,0.645
T1768,0,0.814,51.0,0.673
T1768,1,0.773,49.4,0.703
T1768,2,0.797,51.0,0.652
T1768,3,0.767,49.9,0.698
T1768,4,0.735,52.8,0.665
T1768,5,0.715,53.8,0.648
T1768,6,0.689,52.2,0.666
T1768,7,0.674,51.6,0.669
T1768,8,0.644,54.8,0.665
T1768,9,0.69,54.0,0.634
T1768,10,0.668,55.8,0.68
T1768,11,0.634,55.0,0.69
T1769,0,0.571,40.1,0.221
T1769,1,0.584,38.9,0.203
T1769,2,0.577,37.9,0.226
T1769,3,0.591,40.4,0.209
T1769,4,0.578,39.5,0.255
T1769,5,0.593,41.1,0.228
T1769,6,0.604,39.6,0.221
T1769,7,0.628,41.6,0.273
T1769,8,0.629,39.8,0.255
T1769,9,0.631,37.9,0.255
T1769,10,0.631,39.5,0.248
T1769,11,0.642,37.9,0.282
T1770,0,0.425,77.7,0.631
T1770,1,0.382,79.2,0.634
T1770,2,0.403,76.8,0.639
T1770,3,0.41,73.6,0.605
T1770,4,0.418,76.5,0.605
T1770,5,0.399,72.2,0.545
T1770,6,0.359,72.9,0.534
T1770,7,0.394,72.8,0.534
T1770,8,0.365,69.8,0.495
T1770,9,0.377,69.2,0.453
T1770,10,0.376,68.0,0.494
T1770,11,0.386,67.6,0.416
T1771,0,0.661,25.3,0.65
T1771,1,0.698,26.9,0.638
T1771,2,0.713,29.0,0.639
T1771,3,0.728,33.2,0.614
T1771,4,0.668,36.4,0.63
T1771,5,0.698,34.5,0.599
T1771,6,0.716,39.7,0.58
T1771,7,0.685,42.4,0.616
T1771,8,0.681,44.2,0.598
T1771,9,0.672,45.5,0.593
T1771,10,0.673,50.6,0.61
T1771,11,0.647,49.8,0.552
T1772,0,0.909,47.1,0.459
T1772,1,0.909,49.4,0.458
T1772,2,0.887,49.0,0.473
T1772,3,0.848,49.6,0.501
T1772,4,0.839,50.7,0.495
T1772,5,0.828,51.2,0.45
T1772,6,0.828,49.6,0.514
T1772,7,0.838,49.1,0.494
T1772,8,0.831,49.1,0.523
T1772,9,0.75,50.9,0.539
T1772,10,0.819,53.5,0.476
T1772,11,0.75,53.3,0.481
T1773,0,0.65,65.0,1.0
T1773,1,0.66,65.9,1.0
T1773,2,0.674,64.2,0.968
T1773,3,0.635,63.6,1.0
T1773,4,0.665,65.4,0.982
T1773,5,0.676,65.4,0.955
T1773,6,0.648,62.3,1.0
T1773,7,0.659,63.3,0.954
T1773,8,0.618,61.7,0.93
T1773,9,0.653,61.1,0.968
T1773,10,0.624,61.2,0.984
T1773,11,0.636,62.9,0.947
T1774,0,0.27,68.7,0.446
T1774,1,0.276,66.7,0.468
T1774,2,0.295,66.5,0.423
T1774,3,0.337,62.6,0.444
T1774,4,0.302,63.1,0.489
T1774,5,0.355,61.9,0.474
T1774,6,0.331,57.0,0.502
T1774,7,0.356,58.2,0.512
T1774,8,0.368,57.2,0.534
T1774,9,0.385,56.8,0.551
T1774,10,0.356,52.5,0.549
T1774,11,0.381,47.0,0.546
T1775,0,0.981,59.3,0.589
T1775,1,0.955,54.7,0.593
T1775,2,0.936,57.7,0.573
T1775,3,0.971,56.6,0.553
T1775,4,0.943,57.9,0.602
T1775,5,0.921,58.3,0.573
T1775,6,0.91,58.7,0.575
T1775,7,0.89,58.1,0.538
T1775,8,0.846,59.4,0.539
T1775,9,0.827,57.7,0.519
T1775,10,0.846,55.4,0.503
T1775,11,0.836,58.2,0.48
T1776,0,0.607,61.3,0.578
T1776,1,0.619,57.5,0.568
T1776,2,0.621,60.0,0.541
T1776,3,0.634,62.6,0.556
T1776,4,0.599,59.9,0.548
T1776,5,0.636,59.5,0.585
T1776,6,0.621,58.8,0.514
T1776,7,0.59,58.4,0.533
T1776,8,0.577,59.7,0.502
T1776,9,0.579,58.0,0.496
